,type3,project_num,tasks,task_num,detail1,detail1_num,detail2,detail2_num,detail3,value,,,,,
2640,workspaces,2,tasks,16,assignees,0,id,,,fed7a679-9f81-44ec-afe2-52cc9c96f636,,,,,
2641,workspaces,2,tasks,16,assignees,0,username,,,barukimang,,,,,
2642,workspaces,2,tasks,16,assignees,0,createdAt,,,2022-03-04T09:46:52.901Z,,,,,
2643,workspaces,2,tasks,16,assignees,0,threepids,0,source,discord,,,,,
2644,workspaces,2,tasks,16,assignees,0,threepids,0,threepid,3.89E+17,,,,,
2645,workspaces,2,tasks,16,assignees,0,threepids,1,source,metamask,,,,,
2646,workspaces,2,tasks,16,assignees,0,threepids,1,threepid,0x42c9A3f034592C39028AEa70A6e69Fbc6cCf6C31,,,,,
2647,workspaces,2,tasks,16,submissions,0,id,,,aba89c71-154e-40d7-8f0f-474cd6e7adbc,,,,,
2648,workspaces,2,tasks,16,submissions,0,createdAt,,,2022-06-16T16:14:56.477Z,,,,,
2649,workspaces,2,tasks,16,submissions,0,updatedAt,,,2022-06-16T16:16:29.588Z,,,,,
2650,workspaces,2,tasks,16,submissions,0,status,,,PENDING,,,,,
2651,workspaces,2,tasks,16,submissions,0,user,id,,fed7a679-9f81-44ec-afe2-52cc9c96f636,,,,,
2652,workspaces,2,tasks,16,submissions,0,user,username,,barukimang,,,,,
2653,workspaces,2,tasks,16,submissions,0,user,createdAt,,2022-03-04T09:46:52.901Z,,,,,
2654,workspaces,2,tasks,16,submissions,0,user,threepids,0,discord,,,,,
2655,workspaces,2,tasks,16,submissions,0,user,threepids,0,3.89E+17,,,,,
2656,workspaces,2,tasks,16,submissions,0,user,threepids,1,metamask,,,,,
2657,workspaces,2,tasks,16,submissions,0,user,threepids,1,0x42c9A3f034592C39028AEa70A6e69Fbc6cCf6C31,,,,,
2658,workspaces,2,tasks,17,id,,,,,96ae7f3c-784b-4162-8bb4-c1797d7c668d,,,,,
2659,workspaces,2,tasks,17,name,,,,,ANT,,,,,
2660,workspaces,2,tasks,17,status,,,,,DONE,,,,,
2661,workspaces,2,tasks,17,priority,,,,,NONE,,,,,
2662,workspaces,2,tasks,17,createdAt,,,,,2022-06-14T09:59:46.902Z,,,,,
2663,workspaces,2,tasks,17,updatedAt,,,,,2022-06-14T10:01:10.550Z,,,,,
2664,workspaces,2,tasks,17,doneAt,,,,,2022-06-14T10:00:44.102Z,,,,,
2665,workspaces,2,tasks,17,rewards,0,id,,,802857d8-50d8-46b0-bca1-8db7494b05f3,,,,,
2666,workspaces,2,tasks,17,rewards,0,amount,,,20000000,,,,,
2667,workspaces,2,tasks,17,rewards,0,peggedToUsd,,,TRUE,,,,,
2668,workspaces,2,tasks,17,rewards,0,token,type,,ERC20,,,,,
2669,workspaces,2,tasks,17,rewards,0,token,name,,Aragon,,,,,
2670,workspaces,2,tasks,17,rewards,0,token,symbol,,ANT,,,,,
2671,workspaces,2,tasks,17,rewards,0,token,network,name,Ethereum Mainnet,,,,,
2672,workspaces,2,tasks,17,rewards,0,token,network,slug,ethereum-mainnet,,,,,
2673,workspaces,2,tasks,17,rewards,0,payments,0,createdAt,2022-06-19T13:34:09.772Z,,,,,
2674,workspaces,2,tasks,17,rewards,0,payments,0,user,398a4b02-dc97-483e-aae7-17dc2d6b54f2,,,,,
2675,workspaces,2,tasks,17,rewards,0,payments,0,user,Openlake,,,,,
2676,workspaces,2,tasks,17,rewards,0,payments,0,user,2022-05-27T21:46:00.449Z,,,,,
2677,workspaces,2,tasks,17,rewards,0,payments,0,user,metamask,,,,,
2678,workspaces,2,tasks,17,rewards,0,payments,0,user,0xf1AC23b5Ee73708FF730c6DF2F5decB9a32DD3f0,,,,,
2679,workspaces,2,tasks,17,rewards,0,payments,0,user,discord,,,,,
2680,workspaces,2,tasks,17,rewards,0,payments,0,user,9.58E+17,,,,,
2681,workspaces,2,tasks,17,rewards,0,payments,0,amount,1.50E+19,,,,,
2682,workspaces,2,tasks,17,rewards,0,payments,0,payment,CONFIRMED,,,,,
2683,workspaces,2,tasks,17,rewards,0,payments,0,payment,0xda932fd3af8a8c41ba79666909a63fcf4af055e60614b032ce31290a44097028,,,,,
2684,workspaces,2,tasks,17,rewards,0,payments,0,payment,0x43ef30e1b11fe15c7f2cb27eaf3eeb9ba74e376aeb1e7dd4b43b99ebfbba4a4c,,,,,
2685,workspaces,2,tasks,17,owners,0,id,,,6047775b-e031-4a33-88e0-fdde365f76b7,,,,,
2686,workspaces,2,tasks,17,owners,0,username,,,ricktik6,,,,,
2687,workspaces,2,tasks,17,owners,0,createdAt,,,2022-03-02T08:29:07.357Z,,,,,
2688,workspaces,2,tasks,17,owners,0,threepids,0,source,discord,,,,,
2689,workspaces,2,tasks,17,owners,0,threepids,0,threepid,4.85E+17,,,,,
2690,workspaces,2,tasks,17,owners,0,threepids,1,source,metamask,,,,,
2691,workspaces,2,tasks,17,owners,0,threepids,1,threepid,0xDacf1065b12849298dc5B47EcE9553094000074F,,,,,
2692,workspaces,2,tasks,17,assignees,0,id,,,398a4b02-dc97-483e-aae7-17dc2d6b54f2,,,,,
2693,workspaces,2,tasks,17,assignees,0,username,,,Openlake,,,,,
2694,workspaces,2,tasks,17,assignees,0,createdAt,,,2022-05-27T21:46:00.449Z,,,,,
2695,workspaces,2,tasks,17,assignees,0,threepids,0,source,metamask,,,,,
2696,workspaces,2,tasks,17,assignees,0,threepids,0,threepid,0xf1AC23b5Ee73708FF730c6DF2F5decB9a32DD3f0,,,,,
2697,workspaces,2,tasks,17,assignees,0,threepids,1,source,discord,,,,,
2698,workspaces,2,tasks,17,assignees,0,threepids,1,threepid,9.58E+17,,,,,
2699,workspaces,2,tasks,18,id,,,,,497abfff-afde-402b-9251-f1546377f08c,,,,,
2700,workspaces,2,tasks,18,name,,,,,ANT,,,,,
2701,workspaces,2,tasks,18,status,,,,,DONE,,,,,
2702,workspaces,2,tasks,18,priority,,,,,NONE,,,,,
2703,workspaces,2,tasks,18,createdAt,,,,,2022-06-14T09:57:16.852Z,,,,,
2704,workspaces,2,tasks,18,updatedAt,,,,,2022-06-14T09:58:50.559Z,,,,,
2705,workspaces,2,tasks,18,doneAt,,,,,2022-06-14T09:57:45.799Z,,,,,
2706,workspaces,2,tasks,18,rewards,0,id,,,e62e0da7-5635-4a03-8526-e2202ee93105,,,,,
2707,workspaces,2,tasks,18,rewards,0,amount,,,20000000,,,,,
2708,workspaces,2,tasks,18,rewards,0,peggedToUsd,,,TRUE,,,,,
2709,workspaces,2,tasks,18,rewards,0,token,type,,ERC20,,,,,
2710,workspaces,2,tasks,18,rewards,0,token,name,,Aragon,,,,,
2711,workspaces,2,tasks,18,rewards,0,token,symbol,,ANT,,,,,
2712,workspaces,2,tasks,18,rewards,0,token,network,name,Ethereum Mainnet,,,,,
2713,workspaces,2,tasks,18,rewards,0,token,network,slug,ethereum-mainnet,,,,,
2714,workspaces,2,tasks,18,rewards,0,payments,0,createdAt,2022-06-19T13:34:09.772Z,,,,,
2715,workspaces,2,tasks,18,rewards,0,payments,0,user,f1bfe895-4579-4801-b29c-45d6b5b88699,,,,,
2716,workspaces,2,tasks,18,rewards,0,payments,0,user,callsense,,,,,
2717,workspaces,2,tasks,18,rewards,0,payments,0,user,2022-05-20T20:38:28.753Z,,,,,
2718,workspaces,2,tasks,18,rewards,0,payments,0,user,discord,,,,,
2719,workspaces,2,tasks,18,rewards,0,payments,0,user,8.27E+17,,,,,
2720,workspaces,2,tasks,18,rewards,0,payments,0,user,metamask,,,,,
2721,workspaces,2,tasks,18,rewards,0,payments,0,user,0x0aEAf6522Ca53032647e4432B6BEE722bc7AAc0e,,,,,
2722,workspaces,2,tasks,18,rewards,0,payments,0,amount,1.50E+19,,,,,
2723,workspaces,2,tasks,18,rewards,0,payments,0,payment,CONFIRMED,,,,,
2724,workspaces,2,tasks,18,rewards,0,payments,0,payment,0xda932fd3af8a8c41ba79666909a63fcf4af055e60614b032ce31290a44097028,,,,,
2725,workspaces,2,tasks,18,rewards,0,payments,0,payment,0x43ef30e1b11fe15c7f2cb27eaf3eeb9ba74e376aeb1e7dd4b43b99ebfbba4a4c,,,,,
2726,workspaces,2,tasks,18,owners,0,id,,,6047775b-e031-4a33-88e0-fdde365f76b7,,,,,
2727,workspaces,2,tasks,18,owners,0,username,,,ricktik6,,,,,
2728,workspaces,2,tasks,18,owners,0,createdAt,,,2022-03-02T08:29:07.357Z,,,,,
2729,workspaces,2,tasks,18,owners,0,threepids,0,source,discord,,,,,
2730,workspaces,2,tasks,18,owners,0,threepids,0,threepid,4.85E+17,,,,,
2731,workspaces,2,tasks,18,owners,0,threepids,1,source,metamask,,,,,
2732,workspaces,2,tasks,18,owners,0,threepids,1,threepid,0xDacf1065b12849298dc5B47EcE9553094000074F,,,,,
2733,workspaces,2,tasks,18,assignees,0,id,,,f1bfe895-4579-4801-b29c-45d6b5b88699,,,,,
2734,workspaces,2,tasks,18,assignees,0,username,,,callsense,,,,,
2735,workspaces,2,tasks,18,assignees,0,createdAt,,,2022-05-20T20:38:28.753Z,,,,,
2736,workspaces,2,tasks,18,assignees,0,threepids,0,source,discord,,,,,
2737,workspaces,2,tasks,18,assignees,0,threepids,0,threepid,8.27E+17,,,,,
2738,workspaces,2,tasks,18,assignees,0,threepids,1,source,metamask,,,,,
2739,workspaces,2,tasks,18,assignees,0,threepids,1,threepid,0x0aEAf6522Ca53032647e4432B6BEE722bc7AAc0e,,,,,
2740,workspaces,2,tasks,19,id,,,,,b0fecf92-4e3d-4b93-8b7f-3dfd3976877d,,,,,
2741,workspaces,2,tasks,19,name,,,,,ANT,,,,,
2742,workspaces,2,tasks,19,status,,,,,DONE,,,,,
2743,workspaces,2,tasks,19,priority,,,,,NONE,,,,,
2744,workspaces,2,tasks,19,tags,0,label,,,AATeam,,,,,
2745,workspaces,2,tasks,19,createdAt,,,,,2022-06-14T09:54:35.373Z,,,,,
2746,workspaces,2,tasks,19,updatedAt,,,,,2022-07-05T11:47:50.315Z,,,,,
2747,workspaces,2,tasks,19,doneAt,,,,,2022-06-14T09:56:24.034Z,,,,,
2748,workspaces,2,tasks,19,rewards,0,id,,,d60318dc-fccf-4b25-ba97-fad7bfcf8e3f,,,,,
2749,workspaces,2,tasks,19,rewards,0,amount,,,20000000,,,,,
2750,workspaces,2,tasks,19,rewards,0,peggedToUsd,,,TRUE,,,,,
2751,workspaces,2,tasks,19,rewards,0,token,type,,ERC20,,,,,
2752,workspaces,2,tasks,19,rewards,0,token,name,,Aragon,,,,,
2753,workspaces,2,tasks,19,rewards,0,token,symbol,,ANT,,,,,
2754,workspaces,2,tasks,19,rewards,0,token,network,name,Ethereum Mainnet,,,,,
2755,workspaces,2,tasks,19,rewards,0,token,network,slug,ethereum-mainnet,,,,,
2756,workspaces,2,tasks,19,rewards,0,payments,0,createdAt,2022-07-12T08:45:39.843Z,,,,,
2757,workspaces,2,tasks,19,rewards,0,payments,0,user,dfa78802-2df3-425d-a5f5-8205037a9be6,,,,,
2758,workspaces,2,tasks,19,rewards,0,payments,0,user,Evgeniya4V,,,,,
2759,workspaces,2,tasks,19,rewards,0,payments,0,user,2022-05-28T08:47:47.416Z,,,,,
2760,workspaces,2,tasks,19,rewards,0,payments,0,user,discord,,,,,
2761,workspaces,2,tasks,19,rewards,0,payments,0,user,9.80E+17,,,,,
2762,workspaces,2,tasks,19,rewards,0,payments,0,user,metamask,,,,,
2763,workspaces,2,tasks,19,rewards,0,payments,0,user,0x3b9A83D530d6CF5a00A658973ABa99AFA75F2A98,,,,,
2764,workspaces,2,tasks,19,rewards,0,payments,0,amount,1.27E+19,,,,,
2765,workspaces,2,tasks,19,rewards,0,payments,0,payment,CONFIRMED,,,,,
2766,workspaces,2,tasks,19,rewards,0,payments,0,payment,0xd0f8eaf53183aab05430cdd46d45b35cba63e6549b51dfda975f4b30c3b135b4,,,,,
2767,workspaces,2,tasks,19,rewards,0,payments,0,payment,0x2837e0f276c39370fb65e5a1ec819b60c41fbd4f2ef5b26d14117b1a0cd1dcfe,,,,,
2768,workspaces,2,tasks,19,owners,0,id,,,6047775b-e031-4a33-88e0-fdde365f76b7,,,,,
2769,workspaces,2,tasks,19,owners,0,username,,,ricktik6,,,,,
2770,workspaces,2,tasks,19,owners,0,createdAt,,,2022-03-02T08:29:07.357Z,,,,,
2771,workspaces,2,tasks,19,owners,0,threepids,0,source,discord,,,,,
2772,workspaces,2,tasks,19,owners,0,threepids,0,threepid,4.85E+17,,,,,
2773,workspaces,2,tasks,19,owners,0,threepids,1,source,metamask,,,,,
2774,workspaces,2,tasks,19,owners,0,threepids,1,threepid,0xDacf1065b12849298dc5B47EcE9553094000074F,,,,,
2775,workspaces,2,tasks,19,assignees,0,id,,,dfa78802-2df3-425d-a5f5-8205037a9be6,,,,,
2776,workspaces,2,tasks,19,assignees,0,username,,,Evgeniya4V,,,,,
2777,workspaces,2,tasks,19,assignees,0,createdAt,,,2022-05-28T08:47:47.416Z,,,,,
2778,workspaces,2,tasks,19,assignees,0,threepids,0,source,discord,,,,,
2779,workspaces,2,tasks,19,assignees,0,threepids,0,threepid,9.80E+17,,,,,
2780,workspaces,2,tasks,19,assignees,0,threepids,1,source,metamask,,,,,
2781,workspaces,2,tasks,19,assignees,0,threepids,1,threepid,0x3b9A83D530d6CF5a00A658973ABa99AFA75F2A98,,,,,
2782,workspaces,2,tasks,20,id,,,,,a39b5ae4-80c4-41d2-825d-601c77ba3fb8,,,,,
2783,workspaces,2,tasks,20,name,,,,,ANT,,,,,
2784,workspaces,2,tasks,20,status,,,,,DONE,,,,,
2785,workspaces,2,tasks,20,priority,,,,,NONE,,,,,
2786,workspaces,2,tasks,20,createdAt,,,,,2022-06-14T09:53:32.377Z,,,,,
2787,workspaces,2,tasks,20,updatedAt,,,,,2022-06-14T09:53:57.990Z,,,,,
2788,workspaces,2,tasks,20,doneAt,,,,,2022-06-14T09:53:47.664Z,,,,,
2789,workspaces,2,tasks,20,rewards,0,id,,,5c9c0809-ae6e-4fbe-b7bf-3f5a99f6f2ff,,,,,
2790,workspaces,2,tasks,20,rewards,0,amount,,,20000000,,,,,
2791,workspaces,2,tasks,20,rewards,0,peggedToUsd,,,TRUE,,,,,
2792,workspaces,2,tasks,20,rewards,0,token,type,,ERC20,,,,,
2793,workspaces,2,tasks,20,rewards,0,token,name,,Aragon,,,,,
2794,workspaces,2,tasks,20,rewards,0,token,symbol,,ANT,,,,,
2795,workspaces,2,tasks,20,rewards,0,token,network,name,Ethereum Mainnet,,,,,
2796,workspaces,2,tasks,20,rewards,0,token,network,slug,ethereum-mainnet,,,,,
2797,workspaces,2,tasks,20,rewards,0,payments,0,createdAt,2022-06-19T13:34:09.772Z,,,,,
2798,workspaces,2,tasks,20,rewards,0,payments,0,user,08a73180-2803-4521-ad17-ca463949a78c,,,,,
2799,workspaces,2,tasks,20,rewards,0,payments,0,user,Baseballbatman,,,,,
2800,workspaces,2,tasks,20,rewards,0,payments,0,user,2022-04-22T13:41:39.005Z,,,,,
2801,workspaces,2,tasks,20,rewards,0,payments,0,user,discord,,,,,
2802,workspaces,2,tasks,20,rewards,0,payments,0,user,4.00E+17,,,,,
2803,workspaces,2,tasks,20,rewards,0,payments,0,user,metamask,,,,,
2804,workspaces,2,tasks,20,rewards,0,payments,0,user,0xC3DA3DE2746A86a28C562e1B58388C3949ed04Cc,,,,,
2805,workspaces,2,tasks,20,rewards,0,payments,0,amount,1.50E+19,,,,,
2806,workspaces,2,tasks,20,rewards,0,payments,0,payment,CONFIRMED,,,,,
2807,workspaces,2,tasks,20,rewards,0,payments,0,payment,0xda932fd3af8a8c41ba79666909a63fcf4af055e60614b032ce31290a44097028,,,,,
2808,workspaces,2,tasks,20,rewards,0,payments,0,payment,0x43ef30e1b11fe15c7f2cb27eaf3eeb9ba74e376aeb1e7dd4b43b99ebfbba4a4c,,,,,
2809,workspaces,2,tasks,20,owners,0,id,,,6047775b-e031-4a33-88e0-fdde365f76b7,,,,,
2810,workspaces,2,tasks,20,owners,0,username,,,ricktik6,,,,,
2811,workspaces,2,tasks,20,owners,0,createdAt,,,2022-03-02T08:29:07.357Z,,,,,
2812,workspaces,2,tasks,20,owners,0,threepids,0,source,discord,,,,,
2813,workspaces,2,tasks,20,owners,0,threepids,0,threepid,4.85E+17,,,,,
2814,workspaces,2,tasks,20,owners,0,threepids,1,source,metamask,,,,,
2815,workspaces,2,tasks,20,owners,0,threepids,1,threepid,0xDacf1065b12849298dc5B47EcE9553094000074F,,,,,
2816,workspaces,2,tasks,20,assignees,0,id,,,08a73180-2803-4521-ad17-ca463949a78c,,,,,
2817,workspaces,2,tasks,20,assignees,0,username,,,Baseballbatman,,,,,
2818,workspaces,2,tasks,20,assignees,0,createdAt,,,2022-04-22T13:41:39.005Z,,,,,
2819,workspaces,2,tasks,20,assignees,0,threepids,0,source,discord,,,,,
2820,workspaces,2,tasks,20,assignees,0,threepids,0,threepid,4.00E+17,,,,,
2821,workspaces,2,tasks,20,assignees,0,threepids,1,source,metamask,,,,,
2822,workspaces,2,tasks,20,assignees,0,threepids,1,threepid,0xC3DA3DE2746A86a28C562e1B58388C3949ed04Cc,,,,,
2823,workspaces,2,tasks,21,id,,,,,b2cb5b4d-ea97-46a6-bd5d-7e0f5dabeb07,,,,,
2824,workspaces,2,tasks,21,name,,,,,ANT,,,,,
2825,workspaces,2,tasks,21,status,,,,,DONE,,,,,
2826,workspaces,2,tasks,21,priority,,,,,NONE,,,,,
2827,workspaces,2,tasks,21,createdAt,,,,,2022-06-14T09:52:13.230Z,,,,,
2828,workspaces,2,tasks,21,updatedAt,,,,,2022-06-14T09:52:41.303Z,,,,,
2829,workspaces,2,tasks,21,doneAt,,,,,2022-06-14T09:52:41.303Z,,,,,
2830,workspaces,2,tasks,21,rewards,0,id,,,bdc68135-1149-40f1-8165-e49642664b5a,,,,,
2831,workspaces,2,tasks,21,rewards,0,amount,,,20000000,,,,,
2832,workspaces,2,tasks,21,rewards,0,peggedToUsd,,,TRUE,,,,,
2833,workspaces,2,tasks,21,rewards,0,token,type,,ERC20,,,,,
2834,workspaces,2,tasks,21,rewards,0,token,name,,Aragon,,,,,
2835,workspaces,2,tasks,21,rewards,0,token,symbol,,ANT,,,,,
2836,workspaces,2,tasks,21,rewards,0,token,network,name,Ethereum Mainnet,,,,,
2837,workspaces,2,tasks,21,rewards,0,token,network,slug,ethereum-mainnet,,,,,
2838,workspaces,2,tasks,21,rewards,0,payments,0,createdAt,2022-06-19T13:34:09.772Z,,,,,
2839,workspaces,2,tasks,21,rewards,0,payments,0,user,5f0604a8-407e-4e94-ac43-4c9752c45568,,,,,
2840,workspaces,2,tasks,21,rewards,0,payments,0,user,Burber.Sergiy,,,,,
2841,workspaces,2,tasks,21,rewards,0,payments,0,user,2022-05-29T07:31:03.150Z,,,,,
2842,workspaces,2,tasks,21,rewards,0,payments,0,user,discord,,,,,
2843,workspaces,2,tasks,21,rewards,0,payments,0,user,9.80E+17,,,,,
2844,workspaces,2,tasks,21,rewards,0,payments,0,user,metamask,,,,,
2845,workspaces,2,tasks,21,rewards,0,payments,0,user,0x80e8caE452aFfd226aB8Da98BA0137F358e7d67B,,,,,
2846,workspaces,2,tasks,21,rewards,0,payments,0,amount,1.50E+19,,,,,
2847,workspaces,2,tasks,21,rewards,0,payments,0,payment,CONFIRMED,,,,,
2848,workspaces,2,tasks,21,rewards,0,payments,0,payment,0xda932fd3af8a8c41ba79666909a63fcf4af055e60614b032ce31290a44097028,,,,,
2849,workspaces,2,tasks,21,rewards,0,payments,0,payment,0x43ef30e1b11fe15c7f2cb27eaf3eeb9ba74e376aeb1e7dd4b43b99ebfbba4a4c,,,,,
2850,workspaces,2,tasks,21,owners,0,id,,,6047775b-e031-4a33-88e0-fdde365f76b7,,,,,
2851,workspaces,2,tasks,21,owners,0,username,,,ricktik6,,,,,
2852,workspaces,2,tasks,21,owners,0,createdAt,,,2022-03-02T08:29:07.357Z,,,,,
2853,workspaces,2,tasks,21,owners,0,threepids,0,source,discord,,,,,
2854,workspaces,2,tasks,21,owners,0,threepids,0,threepid,4.85E+17,,,,,
2855,workspaces,2,tasks,21,owners,0,threepids,1,source,metamask,,,,,
2856,workspaces,2,tasks,21,owners,0,threepids,1,threepid,0xDacf1065b12849298dc5B47EcE9553094000074F,,,,,
2857,workspaces,2,tasks,21,assignees,0,id,,,5f0604a8-407e-4e94-ac43-4c9752c45568,,,,,
2858,workspaces,2,tasks,21,assignees,0,username,,,Burber.Sergiy,,,,,
2859,workspaces,2,tasks,21,assignees,0,createdAt,,,2022-05-29T07:31:03.150Z,,,,,
2860,workspaces,2,tasks,21,assignees,0,threepids,0,source,discord,,,,,
2861,workspaces,2,tasks,21,assignees,0,threepids,0,threepid,9.80E+17,,,,,
2862,workspaces,2,tasks,21,assignees,0,threepids,1,source,metamask,,,,,
2863,workspaces,2,tasks,21,assignees,0,threepids,1,threepid,0x80e8caE452aFfd226aB8Da98BA0137F358e7d67B,,,,,
2864,workspaces,2,tasks,22,id,,,,,120dadd1-1499-4a72-833e-4305f2ce956a,,,,,
2865,workspaces,2,tasks,22,name,,,,,ANT,,,,,
2866,workspaces,2,tasks,22,status,,,,,DONE,,,,,
2867,workspaces,2,tasks,22,priority,,,,,NONE,,,,,
2868,workspaces,2,tasks,22,createdAt,,,,,2022-06-14T09:50:30.757Z,,,,,
2869,workspaces,2,tasks,22,updatedAt,,,,,2022-06-14T09:51:30.342Z,,,,,
2870,workspaces,2,tasks,22,doneAt,,,,,2022-06-14T09:51:30.342Z,,,,,
2871,workspaces,2,tasks,22,rewards,0,id,,,6ce7719d-55ee-4fe1-9c69-0bf7d39f616c,,,,,
2872,workspaces,2,tasks,22,rewards,0,amount,,,20000000,,,,,
2873,workspaces,2,tasks,22,rewards,0,peggedToUsd,,,TRUE,,,,,
2874,workspaces,2,tasks,22,rewards,0,token,type,,ERC20,,,,,
2875,workspaces,2,tasks,22,rewards,0,token,name,,Aragon,,,,,
2876,workspaces,2,tasks,22,rewards,0,token,symbol,,ANT,,,,,
2877,workspaces,2,tasks,22,rewards,0,token,network,name,Ethereum Mainnet,,,,,
2878,workspaces,2,tasks,22,rewards,0,token,network,slug,ethereum-mainnet,,,,,
2879,workspaces,2,tasks,22,rewards,0,payments,0,createdAt,2022-06-19T13:34:09.772Z,,,,,
2880,workspaces,2,tasks,22,rewards,0,payments,0,user,45d7bcda-8162-4fec-87d3-b8e1cf0a3652,,,,,
2881,workspaces,2,tasks,22,rewards,0,payments,0,user,supermaria,,,,,
2882,workspaces,2,tasks,22,rewards,0,payments,0,user,2022-05-26T12:52:25.313Z,,,,,
2883,workspaces,2,tasks,22,rewards,0,payments,0,user,metamask,,,,,
2884,workspaces,2,tasks,22,rewards,0,payments,0,user,0xBf34184EBf6c2FB935d7b44AAE17d418652B6686,,,,,
2885,workspaces,2,tasks,22,rewards,0,payments,0,user,discord,,,,,
2886,workspaces,2,tasks,22,rewards,0,payments,0,user,9.29E+17,,,,,
2887,workspaces,2,tasks,22,rewards,0,payments,0,amount,1.50E+19,,,,,
2888,workspaces,2,tasks,22,rewards,0,payments,0,payment,CONFIRMED,,,,,
2889,workspaces,2,tasks,22,rewards,0,payments,0,payment,0xda932fd3af8a8c41ba79666909a63fcf4af055e60614b032ce31290a44097028,,,,,
2890,workspaces,2,tasks,22,rewards,0,payments,0,payment,0x43ef30e1b11fe15c7f2cb27eaf3eeb9ba74e376aeb1e7dd4b43b99ebfbba4a4c,,,,,
2891,workspaces,2,tasks,22,owners,0,id,,,6047775b-e031-4a33-88e0-fdde365f76b7,,,,,
2892,workspaces,2,tasks,22,owners,0,username,,,ricktik6,,,,,
2893,workspaces,2,tasks,22,owners,0,createdAt,,,2022-03-02T08:29:07.357Z,,,,,
2894,workspaces,2,tasks,22,owners,0,threepids,0,source,discord,,,,,
2895,workspaces,2,tasks,22,owners,0,threepids,0,threepid,4.85E+17,,,,,
2896,workspaces,2,tasks,22,owners,0,threepids,1,source,metamask,,,,,
2897,workspaces,2,tasks,22,owners,0,threepids,1,threepid,0xDacf1065b12849298dc5B47EcE9553094000074F,,,,,
2898,workspaces,2,tasks,22,assignees,0,id,,,45d7bcda-8162-4fec-87d3-b8e1cf0a3652,,,,,
2899,workspaces,2,tasks,22,assignees,0,username,,,supermaria,,,,,
2900,workspaces,2,tasks,22,assignees,0,createdAt,,,2022-05-26T12:52:25.313Z,,,,,
2901,workspaces,2,tasks,22,assignees,0,threepids,0,source,metamask,,,,,
2902,workspaces,2,tasks,22,assignees,0,threepids,0,threepid,0xBf34184EBf6c2FB935d7b44AAE17d418652B6686,,,,,
2903,workspaces,2,tasks,22,assignees,0,threepids,1,source,discord,,,,,
2904,workspaces,2,tasks,22,assignees,0,threepids,1,threepid,9.29E+17,,,,,
2905,workspaces,2,tasks,23,id,,,,,de09fca3-3902-4023-8d0c-a7a82bedd5af,,,,,
2906,workspaces,2,tasks,23,name,,,,,ANT,,,,,
2907,workspaces,2,tasks,23,status,,,,,DONE,,,,,
2908,workspaces,2,tasks,23,priority,,,,,NONE,,,,,
2909,workspaces,2,tasks,23,createdAt,,,,,2022-06-14T09:49:02.470Z,,,,,
2910,workspaces,2,tasks,23,updatedAt,,,,,2022-06-14T09:49:33.520Z,,,,,
2911,workspaces,2,tasks,23,doneAt,,,,,2022-06-14T09:49:33.520Z,,,,,
2912,workspaces,2,tasks,23,rewards,0,id,,,2c4f3f2d-fb32-4f69-a3b6-629a86db94d7,,,,,
2913,workspaces,2,tasks,23,rewards,0,amount,,,20000000,,,,,
2914,workspaces,2,tasks,23,rewards,0,peggedToUsd,,,TRUE,,,,,
2915,workspaces,2,tasks,23,rewards,0,token,type,,ERC20,,,,,
2916,workspaces,2,tasks,23,rewards,0,token,name,,Aragon,,,,,
2917,workspaces,2,tasks,23,rewards,0,token,symbol,,ANT,,,,,
2918,workspaces,2,tasks,23,rewards,0,token,network,name,Ethereum Mainnet,,,,,
2919,workspaces,2,tasks,23,rewards,0,token,network,slug,ethereum-mainnet,,,,,
2920,workspaces,2,tasks,23,rewards,0,payments,0,createdAt,2022-06-19T13:34:09.772Z,,,,,
2921,workspaces,2,tasks,23,rewards,0,payments,0,user,b45dcfe6-21e7-477d-96f3-ba5075fc28af,,,,,
2922,workspaces,2,tasks,23,rewards,0,payments,0,user,Romko,,,,,
2923,workspaces,2,tasks,23,rewards,0,payments,0,user,2022-02-28T22:15:16.703Z,,,,,
2924,workspaces,2,tasks,23,rewards,0,payments,0,user,discord,,,,,
2925,workspaces,2,tasks,23,rewards,0,payments,0,user,4.97E+17,,,,,
2926,workspaces,2,tasks,23,rewards,0,payments,0,user,metamask,,,,,
2927,workspaces,2,tasks,23,rewards,0,payments,0,user,0x7292667C8A55bd56d496D2EDcB5Cfb37D554f943,,,,,
2928,workspaces,2,tasks,23,rewards,0,payments,0,user,github,,,,,
2929,workspaces,2,tasks,23,rewards,0,payments,0,user,90384222,,,,,
2930,workspaces,2,tasks,23,rewards,0,payments,0,amount,1.50E+19,,,,,
2931,workspaces,2,tasks,23,rewards,0,payments,0,payment,CONFIRMED,,,,,
2932,workspaces,2,tasks,23,rewards,0,payments,0,payment,0xda932fd3af8a8c41ba79666909a63fcf4af055e60614b032ce31290a44097028,,,,,
2933,workspaces,2,tasks,23,rewards,0,payments,0,payment,0x43ef30e1b11fe15c7f2cb27eaf3eeb9ba74e376aeb1e7dd4b43b99ebfbba4a4c,,,,,
2934,workspaces,2,tasks,23,owners,0,id,,,6047775b-e031-4a33-88e0-fdde365f76b7,,,,,
2935,workspaces,2,tasks,23,owners,0,username,,,ricktik6,,,,,
2936,workspaces,2,tasks,23,owners,0,createdAt,,,2022-03-02T08:29:07.357Z,,,,,
